last contact date,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,target
2008-07-08,55,unemployed,married,secondary,no,-246,no,yes,cellular,305,2,-1,0,,no
2008-11-17,38,unemployed,single,tertiary,no,324,yes,no,cellular,167,3,-1,0,,no
2009-01-28,54,retired,divorced,tertiary,no,726,no,no,cellular,246,1,-1,0,,no
2008-05-27,47,management,divorced,tertiary,no,-363,yes,yes,,513,1,-1,0,,no
2010-06-01,54,management,married,tertiary,no,534,no,no,cellular,177,2,-1,0,,yes
2008-08-18,48,blue-collar,married,primary,no,583,no,no,cellular,260,8,-1,0,,no
2010-05-14,29,unemployed,single,primary,no,1374,no,no,cellular,1205,2,178,7,success,yes
2010-09-07,41,management,single,tertiary,no,6116,no,no,cellular,97,1,-1,0,,no
2010-02-05,37,unemployed,single,primary,no,3777,no,no,cellular,206,3,-1,0,,no
2008-05-30,44,admin.,single,secondary,no,946,yes,no,,181,4,-1,0,,no
2008-10-23,52,housemaid,single,tertiary,yes,14741,no,no,telephone,3720,20,392,144,success,no
2010-10-28,75,self-employed,married,,no,4984,no,no,telephone,509,1,-1,0,,yes
2008-05-14,57,technician,divorced,secondary,no,0,yes,no,,360,2,-1,0,,no
2008-05-06,40,blue-collar,married,primary,no,-7,yes,no,,410,2,-1,0,,no
2009-08-07,45,technician,married,secondary,no,983,yes,no,cellular,155,2,-1,0,,no
2009-08-11,40,management,divorced,tertiary,no,99,no,no,cellular,275,2,-1,0,,no
2010-01-18,63,housemaid,married,tertiary,no,1528,no,no,cellular,309,2,95,3,success,no
2008-03-25,34,management,single,tertiary,no,212,no,no,cellular,278,8,-1,0,,yes
2009-11-19,35,entrepreneur,single,secondary,no,866,yes,no,cellular,147,1,-1,0,,no
2009-05-14,40,blue-collar,married,primary,no,7831,yes,no,,78,1,-1,0,,no
2010-05-23,32,management,single,secondary,no,-32,yes,no,,139,1,-1,0,,no
2008-12-12,90,housemaid,married,secondary,yes,2557,yes,yes,telephone,1199,51,779,213,failure,yes
2008-10-07,81,student,single,primary,yes,71496,no,no,telephone,3088,18,602,62,other,no
2009-02-03,45,admin.,married,secondary,no,205,no,no,cellular,373,1,92,1,success,yes
2010-05-12,42,management,married,tertiary,no,27696,no,no,cellular,176,2,89,5,success,yes
2008-05-12,48,management,married,secondary,no,-440,yes,yes,cellular,399,1,-1,0,,no
2010-08-12,48,blue-collar,married,secondary,no,426,yes,yes,cellular,186,2,-1,0,,no
2009-02-03,30,admin.,single,secondary,no,72,no,no,cellular,86,2,-1,0,,no
2008-06-19,29,admin.,single,secondary,no,613,yes,no,,779,1,-1,0,,no
2008-05-30,37,admin.,married,secondary,no,-47,yes,no,,122,4,-1,0,,no
2009-12-19,86,entrepreneur,single,primary,yes,99592,yes,no,telephone,4394,59,350,206,failure,no
2008-05-29,52,unemployed,married,secondary,no,32,yes,no,,144,5,-1,0,,no
2009-01-30,28,entrepreneur,single,tertiary,no,341,no,no,cellular,241,1,-1,0,,no
2008-01-27,35,technician,married,secondary,no,746,no,yes,cellular,240,1,-1,0,,no
2010-05-29,40,management,married,tertiary,no,832,yes,yes,,126,1,-1,0,,no
2009-08-26,53,blue-collar,married,primary,no,18,no,no,cellular,55,4,-1,0,,no
2008-07-31,54,management,married,tertiary,no,1623,no,no,cellular,25,8,-1,0,,no
2009-01-05,82,self-employed,divorced,tertiary,no,4557,yes,no,telephone,3397,10,496,90,success,no
2008-05-27,34,blue-collar,married,secondary,no,-61,yes,no,,128,1,-1,0,,no
2008-10-28,47,student,divorced,tertiary,yes,4937,no,no,cellular,3826,31,690,197,failure,yes
2008-07-15,43,entrepreneur,married,secondary,no,860,yes,yes,cellular,131,5,-1,0,,no
2008-08-14,51,management,married,tertiary,no,7197,no,no,cellular,45,5,-1,0,,no
2010-11-27,77,retired,married,primary,no,680,no,no,telephone,341,4,94,3,failure,no
2009-07-22,45,admin.,married,secondary,no,0,no,no,cellular,73,2,-1,0,,no
2009-07-31,32,management,married,tertiary,no,3,yes,no,cellular,22,27,-1,0,,no
2010-05-23,35,blue-collar,married,secondary,no,154,yes,no,,211,4,-1,0,,no
2009-11-20,50,management,married,secondary,yes,421,no,no,cellular,22,5,-1,0,,no
2008-11-06,36,admin.,married,secondary,no,3321,yes,no,telephone,132,1,-1,0,,no
2008-08-20,34,technician,single,tertiary,no,19,no,no,cellular,345,3,-1,0,,no
2010-05-12,36,self-employed,single,secondary,no,74,yes,yes,cellular,198,2,-1,0,,no
2008-08-27,50,housemaid,married,primary,no,0,no,no,cellular,52,3,-1,0,,no
2008-10-05,39,housemaid,single,tertiary,no,70584,no,no,cellular,540,54,519,146,success,no
2010-02-23,29,self-employed,single,tertiary,no,805,no,no,cellular,132,1,103,7,failure,yes
2008-11-19,48,management,married,tertiary,no,5057,no,yes,cellular,37,1,-1,0,,no
2010-05-26,40,blue-collar,married,secondary,no,5880,yes,no,,125,6,-1,0,,no
2009-07-10,31,services,married,primary,no,46,no,no,cellular,37,1,-1,0,,no
2010-09-17,49,self-employed,married,tertiary,yes,99499,no,yes,cellular,2297,13,105,176,other,no
2010-02-02,29,student,single,tertiary,no,1679,no,no,cellular,485,2,-1,0,,no
2009-11-21,47,admin.,married,secondary,no,6695,no,no,telephone,129,3,-1,0,,no
2010-04-30,46,services,married,secondary,no,4,no,no,cellular,268,1,261,5,other,yes
2010-05-06,42,technician,married,secondary,no,122,yes,no,cellular,74,2,-1,0,,no
2010-11-17,42,technician,married,primary,no,275,no,no,cellular,295,2,109,9,failure,no
2010-05-08,43,management,divorced,tertiary,no,0,yes,no,,123,2,-1,0,,no
2010-02-02,54,self-employed,married,secondary,no,534,yes,no,cellular,165,1,188,4,failure,no
2010-02-03,28,unemployed,single,secondary,no,3463,no,no,cellular,64,1,-1,0,,no
2008-08-20,32,management,married,tertiary,no,138,no,no,cellular,94,4,-1,0,,no
2010-05-15,46,services,married,secondary,no,3269,yes,no,,366,1,-1,0,,no
2010-06-27,33,blue-collar,single,primary,no,837,yes,no,,250,8,-1,0,,no
2009-08-11,37,technician,married,secondary,no,5287,yes,yes,cellular,209,2,-1,0,,no
2008-06-12,53,unemployed,married,secondary,no,0,yes,no,,313,1,-1,0,,no
2010-06-27,34,technician,divorced,secondary,no,89,yes,no,,101,5,-1,0,,no
2010-02-03,30,entrepreneur,married,secondary,no,1013,yes,no,cellular,24,9,-1,0,,no
2010-07-01,45,unemployed,divorced,primary,yes,-249,yes,yes,,92,1,-1,0,,no
2008-02-18,50,admin.,married,secondary,no,5361,no,no,cellular,276,3,195,1,failure,no
2008-01-29,56,entrepreneur,divorced,primary,no,29,no,no,cellular,52,2,227,1,failure,no
2009-04-30,40,management,married,tertiary,no,2487,no,no,cellular,126,1,-1,0,,no
2008-09-17,89,unemployed,married,tertiary,yes,67103,no,yes,telephone,2634,63,295,173,other,no
2008-11-19,42,technician,married,secondary,no,-556,yes,no,cellular,101,1,-1,0,,no
2008-12-13,50,self-employed,married,secondary,no,46398,no,yes,cellular,4290,32,365,69,failure,no
2008-09-03,89,housemaid,single,tertiary,no,84842,yes,yes,telephone,555,13,174,145,failure,no
2010-11-18,53,retired,married,secondary,no,1139,yes,no,cellular,180,1,186,6,failure,no
2010-05-20,32,technician,married,,no,196,yes,no,,196,6,-1,0,,no
2009-05-18,32,blue-collar,single,secondary,no,218,yes,no,cellular,134,1,-1,0,,no
2010-08-14,58,retired,married,secondary,no,2553,no,no,cellular,366,2,-1,0,,no
2009-01-13,38,student,divorced,primary,no,71148,yes,no,telephone,4845,9,375,67,failure,no
2010-06-15,60,blue-collar,married,primary,no,29184,no,no,telephone,94,2,-1,0,,no
2008-12-14,35,management,married,tertiary,no,3402,no,no,cellular,269,1,194,2,failure,no
2009-05-30,57,retired,single,tertiary,no,2528,yes,yes,,724,1,-1,0,,no
2010-10-29,53,unemployed,married,tertiary,yes,79351,yes,yes,cellular,2669,14,278,182,other,yes
2009-07-30,51,admin.,married,secondary,yes,-160,no,yes,cellular,118,4,-1,0,,no
2010-06-16,54,technician,single,,no,1695,no,no,,168,1,-1,0,,no
2009-11-19,36,technician,married,secondary,no,377,yes,yes,cellular,135,1,-1,0,,no
2009-06-06,60,retired,married,secondary,no,-1110,yes,no,,143,2,-1,0,,no
2010-06-04,43,,single,primary,no,433,no,no,,45,1,-1,0,,no
2009-10-28,50,management,married,tertiary,no,3463,no,yes,cellular,96,1,-1,0,,yes
2008-08-06,36,management,single,tertiary,no,900,no,no,cellular,499,4,-1,0,,no
2009-07-22,42,blue-collar,married,secondary,no,41,yes,no,cellular,188,3,-1,0,,no
2010-06-02,32,technician,married,secondary,no,0,no,no,,68,21,-1,0,,no
2010-02-02,35,admin.,married,secondary,no,220,yes,no,cellular,153,4,244,13,failure,no
2008-02-03,33,management,married,tertiary,no,644,yes,yes,cellular,124,2,271,2,failure,no
2010-02-03,24,admin.,single,secondary,no,172,no,no,cellular,114,1,-1,0,,no
2009-07-11,34,management,married,tertiary,no,-73,yes,no,cellular,90,1,-1,0,,no
2009-01-26,76,housemaid,single,tertiary,yes,51505,no,yes,telephone,1982,59,675,259,failure,yes
2010-03-12,76,unemployed,single,tertiary,yes,6674,yes,yes,telephone,887,57,281,145,failure,no
2008-09-14,41,admin.,married,secondary,no,3138,no,no,cellular,409,1,398,1,failure,yes
2010-11-19,42,management,single,tertiary,no,3445,no,no,cellular,1662,3,-1,0,,no
2008-05-28,31,blue-collar,single,primary,no,124,yes,no,,411,3,-1,0,,no
2008-05-11,39,housemaid,married,primary,no,-106,yes,yes,cellular,1114,2,-1,0,,no
2009-02-05,45,services,married,secondary,no,925,yes,no,cellular,118,2,232,4,other,no
2010-05-26,45,management,divorced,tertiary,no,-901,yes,no,,86,3,-1,0,,no
2009-10-27,55,admin.,married,secondary,no,865,yes,no,cellular,96,1,111,3,failure,no
2009-07-11,36,technician,married,secondary,no,-456,yes,no,cellular,252,1,-1,0,,no
2009-05-28,53,blue-collar,divorced,,no,-473,yes,no,,249,2,-1,0,,no
2008-03-05,37,management,married,tertiary,no,6771,no,no,cellular,319,1,-1,0,,yes
2008-08-27,47,blue-collar,married,tertiary,no,1707,no,no,cellular,71,7,-1,0,,no
2008-12-15,66,unemployed,divorced,primary,yes,59963,no,no,cellular,3174,37,246,268,other,yes
2009-05-08,32,blue-collar,married,secondary,no,1,yes,no,,102,1,-1,0,,no
2010-07-21,34,housemaid,married,secondary,no,5,no,no,telephone,305,7,-1,0,,no
2009-11-21,40,admin.,married,primary,no,72,yes,yes,cellular,849,1,-1,0,,yes
2008-05-18,31,blue-collar,single,secondary,no,1124,yes,no,cellular,82,4,-1,0,,no
2009-07-12,66,retired,divorced,,no,53,no,no,cellular,562,4,-1,0,,yes
2009-02-04,56,unemployed,single,primary,no,1110,no,no,cellular,945,2,-1,0,,yes
2010-06-23,71,retired,married,secondary,no,1998,no,no,cellular,201,1,-1,0,,no
2009-02-03,54,retired,married,primary,no,117,no,no,cellular,165,3,-1,0,,no
2009-05-26,40,unemployed,married,secondary,no,277,yes,no,,228,2,-1,0,,no
2010-05-05,36,blue-collar,married,secondary,no,80,yes,yes,cellular,234,1,165,4,failure,no
2010-11-21,54,blue-collar,divorced,primary,no,0,yes,no,cellular,219,2,-1,0,,no
2010-05-30,34,technician,divorced,secondary,no,1451,yes,no,,1097,15,-1,0,,yes
2010-12-26,92,housemaid,divorced,secondary,yes,23189,yes,yes,cellular,4282,23,456,274,success,yes
2008-02-05,44,entrepreneur,married,secondary,no,320,yes,yes,cellular,269,3,234,2,other,no
2009-12-20,72,student,married,tertiary,yes,82711,yes,no,cellular,4747,50,466,91,failure,no
2008-09-16,23,student,single,secondary,no,780,no,no,cellular,267,1,-1,0,,no
2008-01-13,45,housemaid,single,primary,yes,61755,no,yes,cellular,723,23,479,14,success,yes
2009-08-05,52,technician,married,tertiary,no,0,no,yes,cellular,409,1,-1,0,,no
2009-12-27,75,housemaid,single,secondary,no,44743,no,no,cellular,2678,22,716,43,success,no
2009-01-12,53,admin.,divorced,tertiary,no,0,yes,yes,cellular,171,1,64,6,other,no
2009-06-16,43,services,divorced,,no,159,no,no,,112,4,-1,0,,no
2008-05-06,50,technician,married,secondary,no,0,yes,no,cellular,327,1,356,1,other,no
2010-07-08,25,technician,divorced,secondary,no,86,no,yes,cellular,483,2,-1,0,,no
2008-05-26,36,admin.,single,tertiary,no,635,no,no,cellular,80,1,102,1,failure,no
2009-10-13,89,unemployed,married,primary,no,93813,yes,no,telephone,1305,28,377,236,other,yes
2008-05-04,53,management,divorced,tertiary,no,2152,no,no,cellular,520,2,80,3,success,no
2008-10-20,36,technician,married,tertiary,no,521,no,no,cellular,347,3,-1,0,,yes
2008-04-17,32,housemaid,married,secondary,no,30,yes,no,cellular,245,5,-1,0,,no
2008-07-07,39,blue-collar,single,primary,no,366,yes,yes,cellular,166,1,-1,0,,no
2008-11-21,33,blue-collar,married,,no,695,yes,yes,cellular,148,1,-1,0,,no
2008-10-30,30,technician,single,tertiary,no,53,no,no,cellular,155,1,184,1,success,no
2009-07-04,50,blue-collar,married,secondary,no,1329,yes,yes,telephone,141,2,-1,0,,no
2010-10-14,59,technician,married,secondary,no,1,no,no,cellular,585,1,182,5,success,yes
2008-05-09,39,services,married,secondary,no,304,yes,yes,,323,1,-1,0,,no
2009-05-14,42,blue-collar,married,primary,no,325,yes,no,cellular,99,4,-1,0,,no
2010-11-13,40,blue-collar,married,secondary,no,718,yes,yes,telephone,72,1,-1,0,,no
2010-05-07,52,technician,married,,no,133,yes,no,,253,8,-1,0,,no
2008-05-18,45,admin.,divorced,secondary,no,2353,yes,no,cellular,435,7,74,3,success,no
2009-01-18,92,unemployed,divorced,secondary,no,52479,no,no,telephone,579,60,539,77,failure,yes
2009-05-07,39,management,single,tertiary,no,968,yes,no,cellular,59,1,258,6,failure,no
2010-05-05,35,services,married,secondary,no,0,yes,no,,471,1,-1,0,,no
2009-12-22,71,student,married,secondary,no,98131,no,no,telephone,505,17,161,121,failure,yes
2009-05-18,31,blue-collar,single,secondary,no,707,yes,no,cellular,52,2,-1,0,,no
2010-03-03,82,student,divorced,tertiary,no,79013,no,no,cellular,765,51,808,48,success,yes
2008-04-13,33,management,single,tertiary,no,215,yes,no,cellular,1058,1,17,1,failure,no
2009-05-16,31,admin.,married,secondary,no,468,yes,no,,159,1,-1,0,,no
2009-06-02,30,blue-collar,single,secondary,no,99,yes,no,,572,4,-1,0,,no
2010-11-21,42,self-employed,divorced,secondary,no,484,yes,no,cellular,321,3,127,3,failure,no
2008-01-29,37,technician,married,secondary,no,1120,yes,no,cellular,88,3,244,5,failure,no
2010-04-20,51,admin.,married,secondary,no,-895,yes,no,cellular,104,5,-1,0,,no
2010-09-27,90,unemployed,divorced,tertiary,no,3607,no,yes,telephone,1170,23,338,101,other,yes
2009-06-20,52,blue-collar,married,secondary,no,5614,yes,no,,177,3,-1,0,,no
2008-08-11,68,,married,,no,4092,no,no,telephone,329,1,-1,0,,no
2010-05-12,36,services,single,secondary,no,590,yes,no,cellular,170,3,-1,0,,no
2008-05-12,27,admin.,single,secondary,no,1,yes,no,,86,1,-1,0,,no
2008-05-19,40,technician,married,tertiary,no,296,no,no,,198,1,-1,0,,no
2009-07-15,40,management,married,secondary,no,4025,yes,no,cellular,107,4,-1,0,,no
2009-05-15,36,unemployed,married,secondary,yes,-318,yes,no,,133,2,-1,0,,no
2009-02-03,34,technician,married,secondary,no,2467,no,no,cellular,368,1,-1,0,,no
2008-08-22,34,technician,married,secondary,yes,-172,no,no,cellular,177,2,-1,0,,no
2009-08-18,43,management,married,tertiary,no,13044,no,no,cellular,36,4,-1,0,,no
2009-07-01,31,admin.,single,secondary,no,43,no,no,,484,1,-1,0,,no
2008-05-07,44,technician,divorced,secondary,no,-329,yes,no,,171,1,-1,0,,no
2010-09-07,33,management,married,tertiary,no,1390,no,no,cellular,92,1,84,4,failure,no
2009-10-13,94,self-employed,single,primary,yes,13126,yes,yes,cellular,2782,42,528,182,other,yes
2009-06-06,41,self-employed,married,primary,no,340,no,no,,37,3,-1,0,,no
2010-07-29,39,housemaid,married,secondary,no,0,yes,no,cellular,218,4,-1,0,,no
2008-03-02,33,housemaid,single,tertiary,yes,29312,yes,yes,cellular,1701,5,271,2,other,no
2010-05-09,53,blue-collar,married,secondary,no,-135,yes,no,,193,2,-1,0,,no
2008-05-26,29,services,married,secondary,no,340,yes,yes,,297,1,-1,0,,no
2009-02-06,37,services,single,primary,no,0,no,yes,cellular,155,6,245,5,other,no
2009-12-10,58,unemployed,married,secondary,yes,4759,yes,no,telephone,3981,27,367,175,other,no
2008-12-22,60,admin.,married,secondary,no,3735,no,no,cellular,190,1,188,9,success,yes
2009-03-11,60,unemployed,single,secondary,yes,67265,no,yes,cellular,310,52,848,238,other,yes
2008-07-23,45,blue-collar,single,primary,no,308,yes,no,cellular,191,2,-1,0,,no
2009-12-18,63,unemployed,married,secondary,yes,17493,no,no,cellular,3462,35,268,15,success,yes
2009-05-13,30,blue-collar,married,primary,no,236,yes,no,cellular,44,1,364,1,failure,no
2009-06-05,50,unemployed,married,primary,no,705,no,no,,504,1,-1,0,,yes
2010-07-10,54,technician,married,secondary,no,89,yes,no,cellular,140,3,-1,0,,no
2009-07-21,45,blue-collar,married,primary,no,0,yes,no,cellular,81,4,-1,0,,no
2009-08-26,34,management,single,tertiary,no,436,no,no,cellular,312,2,-1,0,,no
2009-05-30,39,services,single,secondary,no,-189,yes,no,,76,9,-1,0,,no
2008-02-09,51,admin.,divorced,secondary,no,2785,no,no,telephone,23,10,-1,0,,no
2009-05-23,32,blue-collar,married,primary,no,1903,yes,no,,297,3,-1,0,,no
2009-06-20,46,housemaid,married,primary,no,296,yes,no,,205,4,-1,0,,no
2008-06-06,51,management,married,tertiary,no,21574,no,no,,197,3,-1,0,,no
2010-05-11,34,admin.,married,secondary,no,580,yes,yes,cellular,228,1,-1,0,,no
2010-12-13,51,student,divorced,tertiary,yes,31474,yes,yes,telephone,630,39,589,194,other,no
2008-10-18,41,housemaid,single,secondary,yes,74359,no,no,telephone,2383,10,437,154,failure,yes
2009-09-12,54,student,single,tertiary,yes,2108,no,no,cellular,4169,37,399,77,other,no
2009-05-18,41,management,married,tertiary,no,1387,yes,no,cellular,154,2,-1,0,,no
2010-05-12,36,retired,single,tertiary,no,1514,yes,no,cellular,387,3,-1,0,,no
2010-04-16,34,management,single,tertiary,no,395,yes,no,cellular,316,2,-1,0,,no
2008-08-11,48,blue-collar,married,secondary,no,794,no,no,cellular,135,6,-1,0,,no
2008-05-07,57,self-employed,married,primary,no,1013,yes,no,,448,1,-1,0,,no
2009-09-28,69,admin.,married,secondary,no,813,no,no,telephone,237,2,-1,0,,no
2010-05-05,33,services,married,secondary,no,0,yes,no,,54,1,-1,0,,no
2009-07-30,58,management,married,tertiary,no,0,no,no,cellular,120,2,-1,0,,no
2008-07-28,55,technician,single,tertiary,no,-528,no,no,cellular,246,2,-1,0,,no
2008-05-07,31,services,single,secondary,no,-45,no,no,,246,2,-1,0,,no
2010-08-05,32,entrepreneur,married,tertiary,no,28,no,no,cellular,287,1,-1,0,,no
2010-08-12,49,management,married,secondary,no,0,no,no,cellular,138,2,-1,0,,no
2009-05-28,49,technician,divorced,secondary,no,181,yes,no,,230,8,-1,0,,no
2010-02-19,22,student,single,,no,1215,no,no,cellular,145,3,192,1,failure,yes
2010-05-13,34,management,single,tertiary,no,3821,yes,no,cellular,649,2,-1,0,,yes
2009-08-07,35,management,married,tertiary,no,260,no,no,cellular,358,2,-1,0,,no
2009-07-21,36,entrepreneur,married,tertiary,no,99,yes,no,cellular,165,2,-1,0,,no
2010-07-08,57,blue-collar,married,secondary,no,75,no,no,cellular,157,8,-1,0,,no
2009-05-12,45,blue-collar,married,secondary,no,431,yes,no,,29,1,-1,0,,no
2009-02-15,30,admin.,single,tertiary,no,41,yes,no,cellular,68,4,186,2,success,no
2010-06-03,39,blue-collar,married,secondary,no,203,yes,no,,143,1,-1,0,,no
2008-01-29,28,management,single,tertiary,no,203,no,no,cellular,145,2,-1,0,,no
2009-11-17,45,self-employed,married,secondary,no,2278,no,no,,1735,2,-1,0,,no
2008-11-18,41,technician,married,secondary,no,1226,no,no,cellular,261,1,-1,0,,no
2009-06-04,48,technician,married,secondary,no,425,yes,no,,357,4,-1,0,,no
2008-07-31,48,housemaid,married,secondary,no,1397,no,no,cellular,66,2,-1,0,,no
2010-07-07,66,management,married,tertiary,no,2169,no,no,cellular,282,1,-1,0,,no
2009-11-19,59,management,married,tertiary,no,1881,no,no,cellular,456,2,-1,0,,no
2010-08-27,49,management,married,tertiary,no,2809,yes,no,cellular,152,9,-1,0,,no
2008-07-07,43,management,married,tertiary,no,1530,no,no,cellular,91,3,-1,0,,no
2010-05-20,37,blue-collar,married,secondary,no,426,yes,no,,300,3,-1,0,,no
2008-01-08,47,entrepreneur,divorced,tertiary,yes,37298,yes,yes,cellular,2061,9,256,116,other,no
2009-05-22,60,blue-collar,married,secondary,no,576,no,no,cellular,190,1,-1,0,,no
2010-05-20,33,services,married,secondary,no,5499,yes,no,,231,1,-1,0,,no
2010-05-21,32,blue-collar,married,primary,no,885,yes,no,,127,2,-1,0,,no
2010-05-07,33,management,married,tertiary,no,29,yes,no,cellular,549,1,-1,0,,no
2009-11-04,34,management,married,tertiary,no,1778,no,no,cellular,358,1,162,2,failure,yes
2009-05-12,33,management,single,tertiary,no,1150,yes,no,telephone,109,2,-1,0,,no
2009-05-27,26,student,single,secondary,no,2784,yes,no,,264,1,-1,0,,no
2010-09-24,82,entrepreneur,married,secondary,no,92992,no,yes,telephone,3867,23,440,91,failure,no
2008-11-17,40,management,married,tertiary,no,5010,no,no,cellular,49,1,-1,0,,no
2008-07-29,37,services,married,secondary,no,3,yes,no,cellular,88,6,-1,0,,no
2008-05-29,31,technician,married,tertiary,no,8,no,no,,71,5,-1,0,,no
2010-05-30,56,management,married,tertiary,no,-45,yes,no,,116,6,-1,0,,no
2008-05-09,46,blue-collar,married,primary,no,881,yes,no,,126,2,-1,0,,no
2009-07-31,43,admin.,married,secondary,no,5048,no,no,telephone,214,3,-1,0,,no
2008-05-15,48,technician,divorced,secondary,no,168,yes,yes,cellular,100,2,361,1,other,no
2010-08-20,47,technician,married,secondary,no,275,no,no,cellular,447,4,-1,0,,no
2010-05-14,33,blue-collar,single,secondary,no,142,yes,no,cellular,123,1,360,3,other,no
2008-08-21,35,management,single,secondary,no,0,no,no,cellular,163,1,-1,0,,no
2010-08-22,47,services,married,tertiary,no,871,no,no,cellular,602,9,-1,0,,no
2009-10-08,58,self-employed,single,primary,no,17064,yes,no,telephone,3991,14,835,177,other,no
2009-02-02,59,retired,married,primary,no,866,no,yes,cellular,88,1,208,1,other,no
2010-05-11,44,management,married,secondary,no,491,yes,yes,cellular,40,4,-1,0,,no
2010-05-12,36,admin.,married,secondary,no,419,yes,no,telephone,291,5,-1,0,,no
2010-11-19,59,retired,married,secondary,no,17769,no,no,cellular,322,3,-1,0,,no
2009-06-06,47,admin.,divorced,secondary,no,295,yes,no,,94,2,-1,0,,yes
2009-06-16,45,management,married,tertiary,no,203,no,no,,202,4,-1,0,,no
2008-05-07,37,management,married,tertiary,no,591,yes,no,cellular,181,2,255,5,failure,no
2010-05-28,38,entrepreneur,married,secondary,no,2849,yes,no,,166,3,-1,0,,no
2010-05-08,47,blue-collar,married,secondary,no,116,yes,no,,376,2,-1,0,,no
2008-08-29,59,self-employed,married,tertiary,no,1059,no,no,cellular,103,2,-1,0,,no
2009-06-30,50,blue-collar,married,secondary,no,3988,no,no,,165,4,-1,0,,no
2008-05-27,30,blue-collar,married,secondary,no,1196,no,no,,147,1,-1,0,,no
2010-05-12,31,blue-collar,married,secondary,no,43,yes,no,cellular,137,1,-1,0,,no
2009-04-17,29,blue-collar,single,primary,no,3508,yes,no,cellular,462,1,-1,0,,no
2010-10-09,55,unemployed,married,primary,yes,76894,yes,no,cellular,1865,36,182,232,other,no
2009-01-29,31,admin.,single,secondary,no,547,yes,no,cellular,272,1,-1,0,,no
2009-06-05,28,admin.,single,secondary,no,25,yes,no,,109,2,-1,0,,no
2010-07-25,32,blue-collar,married,primary,no,104,yes,no,cellular,211,3,-1,0,,no
2008-12-03,81,student,divorced,secondary,no,7386,no,yes,cellular,279,43,812,104,success,yes
2010-07-31,38,services,married,secondary,no,4392,no,no,cellular,32,2,-1,0,,no
2008-10-19,30,admin.,single,tertiary,no,261,no,no,cellular,233,1,137,20,failure,no
2008-11-17,40,blue-collar,divorced,primary,no,-78,no,yes,cellular,330,2,-1,0,,no
2008-07-10,42,admin.,married,secondary,no,-728,yes,no,cellular,305,1,-1,0,,no
2009-01-30,41,technician,divorced,secondary,no,692,yes,no,cellular,249,3,245,3,failure,no
2010-11-19,51,unemployed,divorced,secondary,no,-56,yes,no,cellular,544,3,-1,0,,no
2009-09-07,77,unemployed,divorced,primary,no,59029,yes,no,telephone,4139,63,291,35,other,no
2010-07-10,46,blue-collar,married,secondary,no,190,no,yes,cellular,154,1,-1,0,,no
2010-07-07,39,technician,married,secondary,no,-241,yes,yes,cellular,337,4,-1,0,,no
2009-11-21,33,admin.,single,secondary,no,1834,yes,no,cellular,11,2,-1,0,,no
2008-10-12,56,entrepreneur,single,secondary,no,36973,no,yes,cellular,269,48,555,41,failure,yes
2009-03-10,73,housemaid,married,primary,no,66252,no,no,cellular,1765,24,264,203,success,yes
2009-05-23,30,blue-collar,married,primary,no,595,yes,no,,231,1,-1,0,,no
2008-07-30,57,blue-collar,married,primary,yes,195,no,yes,telephone,185,4,-1,0,,no
2008-12-14,63,student,divorced,tertiary,no,48747,yes,no,cellular,2019,61,802,78,success,yes
2009-07-07,28,blue-collar,married,secondary,no,619,no,no,telephone,327,2,-1,0,,no
2010-08-06,82,retired,divorced,primary,no,0,no,no,cellular,381,3,295,1,failure,no
2009-03-05,68,retired,married,tertiary,no,2820,no,no,cellular,158,1,92,3,success,no
2010-11-20,33,blue-collar,married,secondary,no,2254,yes,no,cellular,89,1,-1,0,,no
2010-11-20,31,self-employed,married,secondary,no,0,yes,no,cellular,23,1,-1,0,,no
2010-05-05,27,entrepreneur,single,secondary,no,77,yes,yes,cellular,123,1,-1,0,,no
2009-05-18,38,entrepreneur,single,tertiary,yes,-38,yes,no,cellular,119,4,-1,0,,no
2009-06-20,38,blue-collar,married,primary,no,-522,yes,yes,,18,22,-1,0,,no
2008-08-26,36,management,married,tertiary,no,1313,no,no,cellular,80,6,-1,0,,no
2008-08-12,36,management,married,tertiary,no,2987,yes,no,cellular,307,1,-1,0,,yes
2009-09-16,58,management,divorced,,no,2986,no,no,cellular,414,1,91,5,other,yes
2009-05-06,43,blue-collar,married,secondary,no,1205,yes,no,,769,2,-1,0,,no
2008-03-04,53,entrepreneur,divorced,primary,yes,49256,no,yes,telephone,966,12,639,22,failure,yes
2009-11-20,39,admin.,single,secondary,no,782,yes,no,cellular,162,3,-1,0,,no
2008-07-02,67,retired,married,tertiary,no,1948,no,no,cellular,844,2,155,5,success,no
2010-11-18,54,technician,divorced,tertiary,no,2133,no,no,cellular,176,1,-1,0,,no
2010-05-06,40,technician,single,,no,-5,yes,no,,78,2,-1,0,,no
2010-07-29,42,management,married,secondary,no,1018,no,no,cellular,305,2,-1,0,,no
2010-05-07,43,blue-collar,single,primary,no,181,yes,no,cellular,174,1,343,2,failure,no
2010-04-20,35,blue-collar,married,primary,no,1347,yes,yes,cellular,360,1,-1,0,,no
2010-04-07,40,admin.,single,,no,355,yes,no,cellular,345,2,138,6,other,no
2009-05-26,60,retired,divorced,secondary,no,1718,yes,no,,146,6,-1,0,,no
2009-07-15,44,management,married,tertiary,no,764,no,yes,cellular,97,5,-1,0,,no
